OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Personal income: Employee income earners (no.) (Data year: 2020),Personal income: Employee income earners: Median age (years) (Data year: 2020),Personal income: Total employee income ($m) (Data year: 2020),Personal income: Median employee income ($) (Data year: 2020),Personal income: Mean employee income ($) (Data year: 2020),Personal income: Employee income as main source of income (%) (Data year: 2020),Personal income: Own unincorporated business income earners (no.) (Data year: 2020),Personal income: Own unincorporated business income earners: Median age (years) (Data year: 2020),Personal income: Total own unincorporated business income ($m) (Data year: 2020),Personal income: Median own unincorporated business income ($) (Data year: 2020),Personal income: Mean own unincorporated business income ($) (Data year: 2020),Personal income: Own unincorporated business income as main source of income (%) (Data year: 2020),Personal income: Investment income earners (no.) (Data year: 2020),Personal income: Investment income earners: Median age (years) (Data year: 2020),Personal income: Total investment income ($m) (Data year: 2020),Personal income: Median investment income ($) (Data year: 2020),Personal income: Mean investment income ($) (Data year: 2020),Personal income: Investment income as main source of income (%) (Data year: 2020),Personal income: Superannuation and annuity income earners (no.) (Data year: 2020),Personal income: Superannuation and annuity income earners: Median age (years) (Data year: 2020),Personal income: Total superannuation and annuity income ($m) (Data year: 2020),Personal income: Median superannuation and annuity income ($) (Data year: 2020),Personal income: Mean superannuation and annuity income ($) (Data year: 2020),Personal income: Superannuation and annuity income as main source of income (%) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances)(no.) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances): Median age (years) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances) ($m) (Data year: 2020),Personal income: Median total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Mean total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P20 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p20/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p10/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Gini coefficient (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 1% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 5% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 10% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Lowest Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Second Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Third Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Highest Quartile (%) (Data year: 2020),Persons who reported gross capital gains (no.) (Data year: 2022),Total value of gross capital gains ($m) (Data year: 2022),Median value of gross capital gains ($) (Data year: 2022),Mean value of gross capital gains ($) (Data year: 2022),Total personal income: Persons earning $1-$499 per week (%) (Data year: 2021),Total personal income: Persons earning $500-$999 per week (%) (Data year: 2021),Total personal income: Persons earning $1000-$1999 per week (%) (Data year: 2021),Total personal income: Persons earning $2000-$2999 per week (%) (Data year: 2021),Total personal income: Persons earning $3000 or more per week (%) (Data year: 2021),Total personal income: Persons earning nil income (%) (Data year: 2021),Total personal income: Persons with a negative income (%) (Data year: 2021),Total personal income: Income inadequately described/not stated (%) (Data year: 2021),Median equivalised total household income (weekly) ($) (Data year: 2021),Equivalised total household income: $1-$499 per week (%) (Data year: 2021),Equivalised total household income: $500-$999 per week (%) (Data year: 2021),Equivalised total household income: $1000-$1999 per week (%) (Data year: 2021),Equivalised total household income: $2000-$2999 per week (%) (Data year: 2021),Equivalised total household income: $3000 or more per week (%) (Data year: 2021),Equivalised total household income: Nil income (%) (Data year: 2021),Equivalised total household income: Partial income stated (%) (Data year: 2021),Equivalised total household income: All incomes not stated (%) (Data year: 2021),globalid,Shape__Area,Shape__Length
810,207011147,Balwyn,5.5851,https://linked.data.gov.au/dataset/asgsed3/SA2/207011147,8015,41,660.2,55000,82372,58.7,1497,48,78.5,11650,52416,6.1,9456,49,239.3,,25303,32.6,245,70,8.3,28371,33809,1.2,10952,48,987.2,51703,90138,7.93,2.39,0.3,0.12,0.598,15.4,32.6,44.5,29.6,20.8,17.9,31.7,2529,209.6,4938,82866,20.9,17.9,23.4,9.2,11.2,12.8,0.5,4,1270,13,19.8,31.7,14.6,10.8,3.5,5.3,1.3,71e0181d-aa88-4ad1-9a6a-2057e82df3b4,0.000571471859075245,0.12259579287458
1159,217031473,Colac Surrounds,1934.2762,https://linked.data.gov.au/dataset/asgsed3/SA2/217031473,2798,41,142.2,45835,50829,65.4,1285,55,22,7604,17137,18.1,2420,51,20,240,8271,14.9,70,59,1.8,17081,25459,1.1,3549,47,177.9,43952,50135,5.47,1.82,0.33,0.1,0.496,6.6,18.8,30.2,31.1,27.8,25.3,15.8,364,24.2,5085,66591,25.9,26.7,25.2,4.5,2.2,5.5,1,8.8,904,18,30.9,32.1,6.1,2.3,2,5.8,2.4,d2474581-55cf-46fc-acd7-ca627c5b2476,0.199204968075264,3.68695904683001
864,209011197,Greensborough,10.0974,https://linked.data.gov.au/dataset/asgsed3/SA2/209011197,11570,41,826.1,61909,71397,78.2,1520,45,32.9,10501,21613,5.6,9620,46,75.3,206,7828,13.8,346,62,11.2,26336,32483,1.6,12962,44,910.4,58971,70234,4.84,1.82,0.38,0.15,0.439,6.3,17.7,28.5,22.3,22.3,25.1,30.2,1763,48.9,2040,27719,21.8,20.4,28.6,10.7,5.2,8.2,0.6,4.5,1215,12.2,23.8,38.4,14.5,4.5,1.4,3.9,1.4,45dc0aa0-ce47-4025-99f2-31850bd8f9bc,0.00103156110162672,0.197731428214264
1153,217011420,Glenelg (Vic.),6121.4257,https://linked.data.gov.au/dataset/asgsed3/SA2/217011420,4061,44,212.6,46970,52357,67.6,1678,56,39.2,10454,23377,16.9,3421,53,28.2,229,8240,13.6,117,58,2.3,13982,20012,1.2,5029,50,271.3,44969,53938,5.89,1.89,0.32,0.1,0.488,6.8,18.9,30.2,30.3,26.7,24.1,18.9,525,31.4,5501,59859,29.6,24.7,21.8,4.8,2.4,6,1.2,9.5,809,23.8,30.1,27.9,5.5,3,1.8,4.6,3,1894ab8a-f69b-4490-b869-e3f327ed5075,0.626781400188975,5.40508757530522
764,206021112,Thornbury,4.9972,https://linked.data.gov.au/dataset/asgsed3/SA2/206021112,11701,37,847,61666,72383,82.7,2089,39,48.2,8478,23086,7.7,8739,39,58.8,143,6729,8.3,182,58,5.4,17196,29427,0.8,12049,38,895.2,61162,74300,4.28,1.79,0.42,0.22,0.429,6.7,18.3,29.2,19.3,23.1,26.4,31.2,1580,53.9,1407,34098,20.4,19,30.1,11.2,7.5,6.1,0.4,5.1,1343,13.5,18.9,36.5,16.7,8,1.6,3.7,1,7c42ba0d-b063-486e-80fb-7ef6027097ed,0.000510922099238087,0.133308857260249
910,210011533,Avondale Heights,5.4087,https://linked.data.gov.au/dataset/asgsed3/SA2/210011533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,27.6,2995,33740,30,19.8,23.1,7.1,4.1,9.1,0.9,5.9,960,20.3,25.9,30.6,11,3.7,2.7,3.9,1.8,84651662-a94f-4cd1-b1c3-7368b77a660a,0.000553004540051916,0.120833346475983
664,202011018,Bendigo,16.0796,https://linked.data.gov.au/dataset/asgsed3/SA2/202011018,7340,38,412.2,48894,56152,79.2,992,48,31.4,9309,31613,6,4993,47,49.1,137,9830,12.7,212,59,5.9,15821,27672,1.7,7962,42,478.5,48853,60102,4.89,1.79,0.37,0.16,0.463,8.8,21.5,32.1,26.3,27.8,26.3,19.6,848,197.5,2430,232888,26.8,26.7,23.1,5.1,2.8,5.1,0.7,9.7,877,21.4,30.8,30.5,6.2,3.4,1.3,4.1,2.3,f619292a-ef0a-45e2-be0c-2463a01a0985,0.00162253182134009,0.221610581286903
1056,213021344,Newport,8.8407,https://linked.data.gov.au/dataset/asgsed3/SA2/213021344,11054,40,955.7,73420,86457,83.1,1518,44,41.7,12257,27473,6.4,8480,42,56.1,160,6618,8.9,196,59,6.9,23257,35345,0.9,11554,41,997.5,72348,86335,4.45,1.8,0.4,0.2,0.426,5.5,17.4,28.1,17.3,18.8,23.3,40.6,1545,60.9,2341,39426,17,15.9,27.3,14.7,12.3,7.1,0.6,5,1598,9.8,16.3,33.5,21.2,12.7,1.5,3.9,0.9,3772cefb-bc4f-4e8f-b193-8e1d3c29e9a7,0.000904790567801683,0.218588910239189
724,204031491,Baranduda - Leneva,248.809,https://linked.data.gov.au/dataset/asgsed3/SA2/204031491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,42.9,2586,52784,17.6,24.6,35.9,7.7,2.6,5.9,0.5,5.3,1188,10.2,24.4,46.1,9.6,2.7,1,5,1.1,d6c7d1b7-881f-4fd1-a6df-7d8aa626e443,0.0249244607684886,1.07874506277249
1079,213041578,Melton South - Weir Views,11.0206,https://linked.data.gov.au/dataset/asgsed3/SA2/213041578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,4.2,1402,13993,25.3,25,22.8,2.8,0.9,10.9,1.3,11,788,22.7,34.9,30.1,3,0.8,2.2,4.3,2,89a65edb-8847-447e-bbda-74e8a43a27e1,0.00112619788842494,0.234008278764094
844,208021179,Elsternwick,2.8616,https://linked.data.gov.au/dataset/asgsed3/SA2/208021179,7083,38,608,64191,85838,71.9,1285,45,63,12999,49030,7.4,6345,43,108.2,652,17056,19,155,66,5,26523,32572,1.1,8043,41,743.5,64851,92436,5.38,1.99,0.37,0.17,0.513,9.7,25.4,37.1,20.6,20.5,22.7,36.2,1510,154,3393,101992,16.7,17.2,28.1,11.6,13.6,7.2,0.3,5.2,1548,9.8,17.4,33.2,19.1,13.4,2,3.4,1.7,1f7544bd-7464-4959-b2be-a4a14b4035ae,0.00029309633646335,0.0719566663200801
818,207011520,Hawthorn - South,3.2163,https://linked.data.gov.au/dataset/asgsed3/SA2/207011520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,212.4,3249,116199,15.2,16.8,29.5,11.8,13.4,7.8,0.5,4.9,1589,8.3,16.9,34.9,19.1,13.8,2,4,0.8,072cf34c-4e23-4495-9961-829582460606,0.000329146618241793,0.0947543455247473
867,209011200,Ivanhoe,5.0498,https://linked.data.gov.au/dataset/asgsed3/SA2/209011200,7102,40,601.1,66817,84642,72.1,1122,46,43.6,11352,38832,6,6622,45,116.3,707,17557,19.7,189,63,6.1,22000,32173,1.3,8183,43,728.4,64964,89017,5.66,1.96,0.35,0.15,0.508,9.7,24.3,35.9,21.7,20.3,21.7,36.2,1603,194,3039,121039,19.2,18.1,27.4,10.8,12.3,7.6,0.5,3.9,1510,9.7,18.5,34.1,19.6,12,1.6,3.6,1.1,294046c7-8857-4fdd-8b18-baab162aa5b6,0.000516432920449006,0.160205531524576
1150,216031419,Shepparton Surrounds - West,1028.6793,https://linked.data.gov.au/dataset/asgsed3/SA2/216031419,5121,41,275.2,47768,53748,74.6,1420,53,15.4,4817,10831,11.4,3803,49,25.5,119,6702,12.4,129,56,3,10000,23243,1.2,5848,46,306.4,45328,52398,4.87,1.81,0.37,0.13,0.458,5.9,17.4,28.3,29,27.9,25.9,17.2,597,32.3,3662,54052,25.9,24.4,23.4,4.9,1.8,6.3,1.1,12.1,881,21.2,30,31.5,6.2,2.1,1.9,4.8,2.2,a301b6b3-2bf3-453d-9929-52d1b6fb456d,0.103369745251712,2.75670151511224
893,209041431,Epping - East,7.7691,https://linked.data.gov.au/dataset/asgsed3/SA2/209041431,6717,38,376.9,51597,56111,83.6,929,39,18.9,15504,20321,8.2,4192,41,13.6,41,3253,7,103,56,2.6,11412,25146,0.8,7091,40,396,50749,55839,3.73,1.65,0.44,0.23,0.38,4.1,14.6,24.8,22.4,29.6,30.4,17.5,432,11.3,1845,26125,24,22.5,25.5,4.1,1.1,10.2,1.2,11.3,949,17.5,30.5,36.9,5.8,1.1,1.8,4.4,1.7,7a34aba7-6d39-4adf-a5a1-1aa689c8026d,0.000793033254922193,0.12619459498702
1883,407031163,Loxton Surrounds,4790.3357,https://linked.data.gov.au/dataset/asgsed3/SA2/407031163,755,41,33.6,40071,44450,66.4,335,54,0.2,2288,504,15.9,677,49,6.6,138,9811,14.9,30,54,0.5,10000,17691,2,972,48,40.3,37351,41437,9.89,1.87,0.19,,0.727,11.7,27.3,39.9,38.4,26.8,23.9,10.8,94,4,8084,42443,27,26.7,24.2,3.1,2.2,6.2,1.2,9.4,850,20.9,32.1,30.2,3.7,2.4,1.4,6.1,2,4f753b3b-48b1-4ea6-a221-a9b5f4c04d76,0.470880598164058,4.32289737227486
675,202021029,Heathcote,756.8174,https://linked.data.gov.au/dataset/asgsed3/SA2/202021029,1991,47,107.5,47388,53982,71.8,474,55,4.9,4468,10403,9.6,1509,54,13.6,112,9037,15.2,94,58,2.6,22538,27834,2.5,2340,50,122.2,43831,52218,5.69,1.86,0.33,0.1,0.472,6.4,19,30,29.6,27.9,25.7,16.8,237,12.4,9587,52474,33.4,22,18.7,4.2,1.8,6.1,0.9,13,731,26.5,31.6,25.5,4.1,2.1,1.8,4.7,3.7,0b832603-3aa1-446d-96b3-1344d3026eef,0.0764768500011996,1.95999957894211
183,109011175,Albury Surrounds,5401.7533,https://linked.data.gov.au/dataset/asgsed3/SA2/109011175,5701,43,308.4,48373,54088,68.7,2022,54,35.8,7665,17714,13,4894,51,53.6,348,10948,16.2,199,58,5,17890,25048,1.7,7053,48,389.7,46741,55251,5.48,1.82,0.33,0.09,0.497,7.8,20.5,31.6,28.2,27.1,25.9,18.8,893,83.3,4429,93326,24.4,23.7,26,5.2,2.8,6.9,1,10,940,18.7,28.4,32.7,7,2.7,1.7,6,2.9,060ad723-84a9-468e-8959-f0bffe024733,0.538306156095587,5.18133145911943
11,101031016,Jindabyne - Berridale,3939.7888,https://linked.data.gov.au/dataset/asgsed3/SA2/101031016,4422,39,229.6,41441,51917,76.1,1070,50,15.5,8389,14525,10.5,3064,47,29.6,204,9654,11.3,111,61,4.4,25749,39361,1.7,4609,44,261.6,45128,56759,4.68,1.86,0.4,0.19,0.481,8.9,21.4,32.6,27.5,30.1,24,18.4,491,37.2,5007,75837,17.3,27.8,29.8,6.8,4.4,4.8,0.5,8.5,1174,12.1,23.4,40.5,10,4.4,1.3,6.7,1.4,71118354-fb4d-45e7-8bcd-d48ab9d6e6a9,0.396245798835025,4.70611828569955
652,201011482,Ballarat North - Invermay,73.1419,https://linked.data.gov.au/dataset/asgsed3/SA2/201011482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,57.6,2882,53561,23.5,25.1,27.5,8,4.6,5.8,0.5,5,1069,15.8,26.7,37.1,10,4,1.2,3.7,1.4,fe4a74d4-5c70-4d9a-9bbd-4bd437195b24,0.00745433962174502,0.409430858107153
701,203031489,Barwon Heads - Armstrong Creek,88.2113,https://linked.data.gov.au/dataset/asgsed3/SA2/203031489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,76,3942,78547,17.6,22.6,31.6,9,6.7,6,0.7,5.7,1260,9.2,23,41.4,12.1,6.6,1.1,5,1.1,4bad865d-0d51-43e5-b996-fef8d54c4f42,0.00907944606660749,0.594818538430588
824,207021160,Templestowe Lower,5.9386,https://linked.data.gov.au/dataset/asgsed3/SA2/207021160,6610,43,470.1,56160,71119,67.3,1104,47,27.5,12535,24944,6.9,6570,48,72,779,10965,23.7,166,69,5.2,22589,31356,1.4,8257,47,544.6,49423,65957,6.6,2.11,0.32,0.12,0.501,6.5,20,32.5,28.7,23.2,21.5,26.6,1448,69.8,2999,48215,25.4,19.3,24.3,8.2,6.5,10.7,0.7,4.9,1123,15.6,24.3,33.3,12.9,6,2.3,4.3,1.5,d48aac0e-5f1c-4aa6-8569-369c9c2f3bfd,0.000607184825639706,0.12828482878439
1073,213041572,Cobblebank - Strathtulloh,19.7593,https://linked.data.gov.au/dataset/asgsed3/SA2/213041572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,5.7,1163,25061,14.1,22.6,35.5,6.3,1.8,12,1.1,6.7,1102,10.2,28.7,43.2,9.1,1.8,1.5,4.3,0.9,e682b683-76fb-4b54-b010-0ac14ad092fa,0.00201926707950406,0.225754196182594
944,211011254,Knoxfield - Scoresby,15.2651,https://linked.data.gov.au/dataset/asgsed3/SA2/211011254,9027,40,575.5,55254,63759,80.1,1222,43,24.8,10703,20319,6.3,7164,43,33.8,101,4721,12,134,61,3.8,17371,28665,0.9,10061,42,615,51441,61128,4.77,1.81,0.38,0.15,0.44,6,17.7,28.6,25.1,25.6,26.6,22.7,1272,32.6,1911,25594,22.6,22.5,27.8,7.8,3.7,10.7,0.6,4.2,1100,13.1,27,39.3,10.5,2.8,2.1,3.9,1.3,e4bb8cec-b362-4d41-9f85-d7492d5ce459,0.00156365674138215,0.303063250685121
1122,215011391,St Arnaud,3008.5749,https://linked.data.gov.au/dataset/asgsed3/SA2/215011391,1482,43,68.8,42031,46443,63.9,599,56,22.8,19182,38077,19.3,1309,54,9.4,418,7209,14.8,45,56,1.1,10200,25389,1.4,1878,50,99.4,43038,52936,6.13,1.89,0.31,0.09,0.514,7.7,21.3,33.1,30.4,28.5,24.6,16.5,176,13.2,4250,75050,32.3,25.5,19.6,3.1,1.6,4.9,1.3,11.8,675,28.2,32.7,22.1,4.3,1.4,2.2,4.9,4.6,6a0517d5-8702-40ef-af48-0e6a3ffd81eb,0.303296517804483,3.30896957961874
681,203011035,Golden Plains - South,1484.5293,https://linked.data.gov.au/dataset/asgsed3/SA2/203011035,4031,42,240.5,52000,59659,75.7,927,51,16.2,8185,17428,9.7,2937,46,27.8,102,9476,12.6,109,58,3.3,20731,30559,1.4,4567,45,275.1,50940,60239,4.64,1.8,0.39,0.15,0.448,6.5,18.4,29.2,24.5,26.7,26.6,22.2,455,46.6,4787,102322,24.1,22.7,26.8,7.3,3.2,7.8,0.9,7.3,1054,13.4,28.4,37.7,8.3,3,1.4,6.3,1.6,b465acce-2cc6-421b-9220-88421d7fac87,0.152155682766534,2.82786450445838
930,210051245,Gladstone Park - Westmeadows,13.936,https://linked.data.gov.au/dataset/asgsed3/SA2/210051245,9312,40,561.6,54288,60310,80.9,1150,42,21.2,13003,18469,6.3,6638,45,33.3,88,5022,10.8,239,59,6.4,20358,26898,1.5,10095,42,596,52112,59038,4.19,1.71,0.41,0.18,0.412,4.8,15.9,26.7,23.5,26.8,28.7,21.1,813,28.6,1966,35123,28,21.4,25.9,5.7,2.2,9.6,1,6.3,953,19.3,27.5,34.3,8.2,2.1,2.5,4.2,1.9,e220dc86-9886-42a1-a6fb-8d6410249aea,0.00142341222817777,0.194064430449685
695,203021488,Norlane,6.4625,https://linked.data.gov.au/dataset/asgsed3/SA2/203021488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,6.2,2199,40508,36,24.8,16.6,1.3,0.9,6.4,1.1,13,629,32.7,32.1,21.6,2.2,0.9,1.8,4.2,4.5,cb82e031-c40c-4018-a819-b86e987526c5,0.000663678207274643,0.150055981318083
744,205041094,Churchill,796.5231,https://linked.data.gov.au/dataset/asgsed3/SA2/205041094,5706,42,361.8,52700,63411,79.8,991,53,11.7,4806,11846,7.1,4157,49,19.9,118,4778,11.6,131,58,3,16749,23088,1,6365,45,383.3,49079,60224,5.56,1.95,0.35,0.12,0.467,5.4,17.8,29.5,27.3,25.6,23.4,23.7,673,25.2,4265,37453,27.5,24,22.3,5.5,3.3,8.1,0.9,8.2,888,19.8,30.4,30.1,7.5,2.8,2.2,5.1,2.3,fa2a1e9a-88e5-4c8e-ba3d-4625b189887c,0.0820990215324855,2.03509574049852
881,209031211,Kinglake,319.504,https://linked.data.gov.au/dataset/asgsed3/SA2/209031211,2132,43,130.3,52390,61138,77.3,462,48,8.1,9979,17575,10.3,1499,46,9.7,70,6454,10.5,61,57,1.7,12838,28673,1.3,2356,45,141.3,50564,59969,4.64,1.86,0.4,0.18,0.433,4.3,16.4,27.8,24.6,27.1,25.6,22.7,187,10.9,2250,58138,21.5,21.6,26.6,6.4,3,8.8,0.9,11.1,1061,13.2,26.2,37.2,8,2.9,1.9,7.4,2.4,4fb1f267-2639-4f27-a28a-768a422d65da,0.0325521489980929,1.31474200082271
887,209041217,Bundoora - West,2.5601,https://linked.data.gov.au/dataset/asgsed3/SA2/209041217,3178,37,174.9,48893,55026,77.9,521,38,9.5,13260,18142,8.8,2346,42,9.4,113,4009,11.5,61,60,1.6,14272,25433,1,3542,39,187.5,45748,52925,4.96,1.84,0.37,0.14,0.433,4.6,16.2,27.2,29.3,27.2,25.7,17.8,310,11.1,1439,35943,28.6,23.1,25,4.6,1.4,9.5,0.9,6.8,898,21.7,27.8,32.9,6.3,1.6,2.9,4.8,2.3,7a558a34-5187-4773-8dd4-af16f698ea17,0.000261588076227781,0.0896476351707266
1130,215021469,Mildura - North,25.117,https://linked.data.gov.au/dataset/asgsed3/SA2/215021469,10230,36,472.2,39311,46159,81.7,1325,50,24.6,9855,18540,6,5859,48,45.5,86,7761,10.5,226,54,4.9,10000,21793,1.2,10436,41,523.4,42156,50149,5.02,1.84,0.37,0.17,0.45,5.8,17.9,29,30.7,29.9,24.5,15,825,43.9,2935,53199,27.8,27.1,21.7,3.9,1.8,6.3,1.1,10.4,813,23.1,32,28,5,1.9,1.9,4.5,3.7,7eb698ee-2ebf-409b-91d4-60a92b84eb08,0.0024561812488173,0.277000761638619
1136,215031404,Swan Hill,126.5903,https://linked.data.gov.au/dataset/asgsed3/SA2/215031404,5919,37,297,46302,50173,76.4,1000,52,22.4,12330,22426,7.7,4345,46,51.8,238,11915,14.9,93,53,1.7,9760,18498,0.7,6583,41,360.6,47677,54778,4.55,1.73,0.38,0.17,0.431,5.9,17.7,28.3,26.7,28.6,27.6,17,687,27.8,3306,40503,25.1,28.1,26.2,4,2.3,5.2,0.8,8.4,907,19.7,31,33.7,5.7,2.1,1.4,3.7,2.6,11f343ed-7394-4786-bb49-6111eaeff0f7,0.0125543659569303,0.606796476540444
1030,212051321,Glen Waverley - East,9.1645,https://linked.data.gov.au/dataset/asgsed3/SA2/212051321,10500,41,694.1,51538,66109,66.4,1746,45,40.9,10251,23425,6.3,11030,48,107.1,637,9708,24.2,310,70,9.6,24991,30960,1.5,13438,46,819.9,42330,61016,7.73,2.3,0.3,0.1,0.525,7.6,21.9,34.4,33.5,23.3,19.3,24,2460,90.5,3424,36800,24.6,20.2,23,8,5.8,13.8,0.5,4.1,1049,16.2,25.8,32.5,11.5,5.2,2.8,4.6,1.4,6e1c2188-f1b8-4a29-a637-87ee2a4a40b6,0.000938490172757156,0.19013256439341
1036,212051327,Wheelers Hill,10.4394,https://linked.data.gov.au/dataset/asgsed3/SA2/212051327,9818,42,674.1,54763,68656,64.7,1685,49,49.7,13270,29482,6.8,10452,50,186.2,973,17813,26,304,72,9.7,28477,31912,1.5,12762,48,889.3,46578,69686,6.85,2.16,0.32,0.11,0.544,14,27.2,38.7,30.7,22.9,20.8,25.5,2424,118.3,3435,48808,25.3,21,22.5,7.9,5.7,11,0.6,5.9,1031,17.3,25.3,31.2,11.6,5.5,3.1,4.3,1.6,13a62b2f-60fd-4439-9e2d-1c4f5814b219,0.00106942420507039,0.170596436887795
987,212011549,Pakenham - North East,18.929,https://linked.data.gov.au/dataset/asgsed3/SA2/212011549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,10.9,1152,23746,22.3,25.6,30.5,4.3,1.4,8.2,0.7,6.9,977,15,32.1,39.6,5.1,1.1,1.4,3.9,1.6,40206f65-af8e-456d-87be-698ee79a33d9,0.00194298422684369,0.251966762001176
838,208011172,Hampton,5.6847,https://linked.data.gov.au/dataset/asgsed3/SA2/208011172,9839,43,992.5,64732,100879,69.3,1596,50,70.2,13816,43969,6.6,9365,49,202.2,869,21587,21.5,268,66,8.7,24474,32526,1.5,11648,47,1212.3,64024,104080,7.39,2.3,0.31,0.13,0.57,12.6,29.5,41.8,23.9,19.4,18.2,38.5,2362,155.9,3632,65990,21,16.5,22.1,10.5,15.8,8.8,0.5,4.9,1549,12.7,16.8,28.7,19.4,14.5,1.8,4.5,1.4,805347b5-3a13-4044-a494-fe2925f7269d,0.000582633115755016,0.131846994682204
936,210051442,Craigieburn - North,13.3514,https://linked.data.gov.au/dataset/asgsed3/SA2/210051442,6348,37,373.3,52737,58802,85.5,917,37,15.4,13795,16833,7.7,3762,39,10.1,21,2680,5.7,78,48,2.1,12570,26708,0.6,6678,38,387.8,51494,58073,3.87,1.69,0.44,0.23,0.39,4.3,15,25.5,22.4,28.6,29.6,19.5,398,12.9,1721,32343,22.5,23.1,27.4,5.7,1.7,12.7,1.2,5.7,1004,14.5,30.4,38.3,7.7,1.2,1.8,5.1,1.1,4e054622-41c5-4d11-8b33-f010d3e9446c,0.00136174493718499,0.240713297864703
787,206041510,West Melbourne - Residential,0.8247,https://linked.data.gov.au/dataset/asgsed3/SA2/206041510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,13.3,1384,18545,14.2,21,30.4,10.6,6.7,8.4,0.3,8.3,1337,9.7,19.4,37.4,15.4,9.1,4.3,4,1,98279301-fbc5-41f1-98c9-fa3321cb11f0,8.43641810206464E-05,0.0392675276126891
738,205031088,French Island,170.2291,https://linked.data.gov.au/dataset/asgsed3/SA2/205031088,25,43,0.9,21023,34180,34,27,59,,5786,-729,22,40,59,0.4,,10522,40,,,,,,,47,57,1.1,21302,24103,,,,,,,,,,,,,,,,,41.7,19.2,10,5.8,5.8,8.3,3.3,10,602,27.8,24.1,20.4,,11.1,,9.3,,8a250c9d-55f5-4134-9e0c-d203c7c8b84a,0.0175436788786101,0.8186449054616
1869,407021150,Grant,1690.9302,https://linked.data.gov.au/dataset/asgsed3/SA2/407021150,2411,42,128.4,47801,53261,70.7,899,53,26,14536,28965,15.9,1932,50,18,200,9317,11.8,63,59,2.2,23431,35661,1.4,2892,46,170.8,51044,59045,4.2,1.76,0.42,0.17,0.446,5.4,17.9,28.8,23.1,28.4,27,21.4,294,23.7,5455,80447,20,22.2,22.3,5.1,2.7,5,0.5,21.9,948,16.3,31,32,6.3,3.8,1.5,5.8,2.8,e93b8926-2ae9-4e12-94d1-20dd8595bd7f,0.173090104484345,3.08587430866256
807,206071517,Richmond (South) - Cremorne,4.2891,https://linked.data.gov.au/dataset/asgsed3/SA2/206071517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,87.9,1978,38087,11.3,13.1,35.3,15.8,14.6,4.1,0.3,5.5,1899,7.3,10.6,32.1,23.4,20.2,1.1,4.6,0.9,b7e59b57-df85-444e-a79f-e9530647a1f1,0.000438913600191881,0.109239173037732
1139,216011407,Kyabram,738.862,https://linked.data.gov.au/dataset/asgsed3/SA2/216011407,5381,41,277.6,47901,51591,76.4,1198,54,9.8,3847,8195,8.4,4075,50,21.7,129,5317,13.6,118,52,2,10000,16811,1.1,6147,46,299.4,44447,48712,5.06,1.74,0.34,0.12,0.448,4.9,15.9,26.8,30,28.2,27.4,14.4,595,25.7,4151,43118,29.2,26.9,23.4,3.5,1.3,6,1.2,8.5,799,22.4,33.9,28.5,4.2,1.2,1.5,4.9,3.3,0ba88a47-b8a5-42e6-ad39-9b8e7d8b4994,0.0740896788806822,1.71498454388764
